FAQID,Question,Answer,Category,SubCategory,Keywords,Tags,Priority,CreatedDate,UpdatedDate,Status
adbbd297-7d45-4d8b-988b-7e4352e98895,Steps to configure a calendar delegation in SharePoint on Outlook for ThinkPad?,"For configurations involving your calendar delegation in SharePoint, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"email, permissions, marketing, calendar, november, sharepoint",#it;#email;#outlook,High,2025-10-13 22:23:12,2025-11-01 22:23:12,Published
26196d1f-4447-41b7-9143-73b9e4207e92,How do I connect to the office Wi-Fi connection on my iPhone?,"To access the office Wi-Fi connection, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"connect, june, access, legal, zoom, wifi",#it;#network;#remote,Medium,2025-11-16 22:23:12,2025-12-03 22:23:12,Published
84c3b8ee-1313-4404-a573-48087b105048,Who can help me block my travel and expense card for my role in Human Resources?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"corporate, jira, limit, june, amex, ipad",#finance;#card;#amex,Medium,2025-10-28 22:23:12,2025-11-26 22:23:12,Published
29fd5355-f9e2-46dc-af36-4d32ba5c14c6,Troubleshooting steps for the secure file sharing server for the Human Resources team?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"wifi, access, windows laptop, connect, network, servicenow",#it;#network;#remote,Low,2025-05-21 22:23:12,2025-05-29 22:23:12,Published
241f3515-991d-4546-ac76-b5620fb47fe4,How to log sick leave for study and exam preparation for 2025?,"Time off or leave of absence for study and exam preparation must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"vacation, customer success, november, workday, sick, zoom",#hr;#pto;#leave,Medium,2025-07-06 22:23:12,2025-07-15 22:23:12,Published
80c4b5a0-a20e-4964-93ca-68640ed0e247,How do I apply for a travel and expense card while traveling to Singapore?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"february, corporate, github, finance, iphone, amex",#finance;#card;#amex,Low,2025-06-16 22:23:12,2025-07-14 22:23:12,Published
4774365f-b765-486c-afc0-442af127d6d2,How do I file an expense report for home office equipment for the Marketing team?,"Submit your claim for home office equipment by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"windows laptop, june, marketing, audit, finance, reimbursement",#finance;#expense;#concur,Low,2026-02-01 22:23:12,2026-02-09 22:23:12,Draft
1fea5ab7-1bf1-4237-afbe-d767e253a227,How to claim reimbursement for training courses and conferences in July 2026?,"Submit your claim for training courses and conferences by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"reimbursement, audit, expense, receipt, workday, android phone",#finance;#expense;#concur,Low,2026-05-14 22:23:12,2026-05-18 22:23:12,Published
b75fdba8-a656-43b3-a137-55c27a0c1f8e,Can I set up a shared calendar delegation in Figma using the web version?,"For configurations involving your calendar delegation in Figma, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"human resources, mailbox, email, calendar, december, permissions",#it;#email;#outlook,Low,2025-08-26 22:23:12,2025-08-30 22:23:12,Published
51e79dfc-8271-49bd-a621-f6b93b2de252,Why does my payslip show a deduction for direct deposit bank details in the Toronto division?,"Payroll and tax documents, including direct deposit bank details, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"tax, w2, directdeposit, human resources, payslip, ipad",#hr;#payroll;#taxes,Low,2025-12-15 22:23:12,2026-01-14 22:23:12,Draft
a4648666-64d2-4061-8820-57a61b8c7fb7,How to configure security access for a datacenter secure access pass for the Austin office?,Security and badge access for datacenter secure access pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"parking, office, security, july, ipad, visitor",#facilities;#access;#security,High,2026-04-18 22:23:12,2026-05-15 22:23:12,Published
7d1cdf07-bafa-4bc3-a12e-6c9a68565162,How do I edit my voluntary retirement contributions in the Bangalore division?,"Payroll and tax documents, including voluntary retirement contributions, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"tax, windows laptop, payslip, salary, w2, workday",#hr;#payroll;#taxes,Medium,2026-05-30 22:23:12,2026-06-09 22:23:12,Published
06a2c9d4-8d31-4993-bf61-2cdaa7a8a864,Troubleshooting the AV screen in the large boardroom for April team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"april, teams, marketing, outlook, thinkpad, booking",#facilities;#meeting;#booking,Medium,2025-06-10 22:23:12,2025-07-04 22:23:12,Draft
bc08e19f-6971-4246-a354-9007ba6bdd97,I need to update my access settings on Workday from the Munich office?,"To perform operations on your access settings on Workday, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"march, reset, login, credentials, password, security",#it;#login;#security,Medium,2026-03-09 22:23:12,2026-03-09 22:23:12,Published
1e5897d8-db0b-4c8a-9773-23af4f44813a,What is the way to change my access settings on Workday from the San Francisco office?,"To perform operations on your access settings on Workday, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"credentials, engineering, android phone, mfa, reset, workday",#it;#login;#security,Low,2025-06-09 22:23:12,2025-07-06 22:23:12,Published
e3b60588-0426-458b-abe9-f6f5d81b3550,Steps to schedule a team presentation room for the Human Resources group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"august, meeting, conference, booking, human resources, outlook",#facilities;#meeting;#booking,Medium,2025-07-09 22:23:12,2025-08-01 22:23:12,Published
f4e91802-a384-4d2f-a945-951e5d515b1b,I need to update my access settings on Jira for my Sales account?,"To perform operations on your access settings on Jira, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"mfa, android phone, security, password, san francisco, reset",#it;#login;#security,Low,2026-01-15 22:23:12,2026-01-15 22:23:12,Published
536ef7df-bd16-4475-bce6-c80a99184c7b,Where do I recover the login credentials for Salesforce on my iPad?,"To perform operations on your login credentials for Salesforce, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"login, july, engineering, security, ipad, credentials",#it;#login;#security,Medium,2025-06-30 22:23:12,2025-06-30 22:23:12,Published
1070a2f8-cff0-4f9f-8e00-22340326a853,I need to update my login credentials for ServiceNow from the Bangalore office?,"To perform operations on your login credentials for ServiceNow, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"iphone, bangalore, password, reset, servicenow, may",#it;#login;#security,Low,2026-05-10 22:23:12,2026-05-15 22:23:12,Published
045de9f6-b8bb-46f7-8c9b-faa53de6ed4b,Where can I find policies for vision exam and glasses for new hires in Munich?,Health benefits claims for vision exam and glasses should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"medical, claim, windows laptop, microsoft teams, health, munich",#hr;#benefits;#insurance,Low,2026-02-17 22:23:12,2026-02-26 22:23:12,Published
148b7203-3324-4678-9575-27a1400a1986,How do I book a large boardroom for December team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"outlook, december, zoom, sydney, human resources, macbook pro",#facilities;#meeting;#booking,Low,2025-11-02 22:23:12,2025-11-02 22:23:12,Published
0f203814-946a-4aa9-b63c-21f68d5f3514,How do I reset my access settings on OneDrive on my MacBook Pro?,"To perform operations on your access settings on OneDrive, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"credentials, onedrive, mfa, security, september, reset",#it;#login;#security,Medium,2025-10-22 22:23:12,2025-10-22 22:23:12,Published
ff8cefd7-308d-427b-b25f-3c96ac805e65,How do I reset my access settings on Figma for my Customer Success account?,"To perform operations on your access settings on Figma, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"august, customer success, credentials, singapore, login, password",#it;#login;#security,High,2026-03-07 22:23:12,2026-03-20 22:23:12,Published
2ed38f95-b85a-4a3c-b6f8-a0a103d8f6a7,Steps to unlock my login credentials for ServiceNow from the Sydney office?,"To perform operations on your login credentials for ServiceNow, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"reset, credentials, finance, november, password, mfa",#it;#login;#security,High,2025-05-17 22:23:12,2025-06-12 22:23:12,Published
ed641226-74ee-43d6-af2d-0a3aa0c9c7a8,What is the policy for reserving a private focus room for the Engineering group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with private focus room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"november, thinkpad, booking, meeting, engineering, room",#facilities;#meeting;#booking,Low,2025-05-21 22:23:12,2025-06-20 22:23:12,Published
8953ea13-93e7-4b52-958a-e6c281f15744,What is the way to change my MFA settings for SharePoint on my Windows Laptop?,"To perform operations on your MFA settings for SharePoint, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"login, bangalore, september, product management, windows laptop, security",#it;#login;#security,Medium,2025-05-13 22:23:12,2025-05-24 22:23:12,Published
5e8d611a-7684-4bf3-8668-54fa2aa1fbf8,Troubleshooting the AV screen in the team presentation room for October team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"outlook, room, booking, android phone, meeting, adobe creative cloud",#facilities;#meeting;#booking,Medium,2026-04-04 22:23:12,2026-04-04 22:23:12,Published
cec1cee8-b6b7-49c1-b784-58e318f743a7,How to configure security access for a building entry security badge valid through 2026?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"access, sap concur, visitor, parking, office, badge",#facilities;#access;#security,Medium,2025-10-23 22:23:12,2025-10-23 22:23:12,Published
ce4391b5-7d41-42bd-b412-652e23a1925f,Where can I download my W-2 tax form in the Paris division?,"Payroll and tax documents, including W-2 tax form, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"salary, operations, w2, paris, onedrive, macbook pro",#hr;#payroll;#taxes,Low,2025-05-18 22:23:12,2025-05-22 22:23:12,Published
c11dd51b-b318-4a61-aba3-db898328efff,How to set up the secure file sharing server on my MacBook Pro?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"macbook pro, october, access, operations, wifi, internet",#it;#network;#remote,Medium,2025-06-01 22:23:12,2025-06-01 22:23:12,Published
43451fd8-5aeb-4125-9238-aee43d1bfa03,How do I request a archive folder in GitHub in the Toronto office?,"For configurations involving your archive folder in GitHub, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"outlook, mailbox, thinkpad, calendar, permissions, shared",#it;#email;#outlook,Medium,2026-03-07 22:23:12,2026-03-07 22:23:12,Published
3400fa17-6182-4285-8bef-08112a418b57,Why am I unable to access the office Wi-Fi connection from the Bangalore branch?,"To access the office Wi-Fi connection, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"human resources, vpn, bangalore, access, november, internet",#it;#network;#remote,Medium,2025-06-21 22:23:12,2025-06-21 22:23:12,Published
df0089b8-f4be-436e-8d45-54cf7a9f749e,Steps to apply for a leave of absence for study and exam preparation during May?,"Time off or leave of absence for study and exam preparation must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"r&d, may, ipad, sick, slack, vacation",#hr;#pto;#leave,High,2025-08-03 22:23:12,2025-08-21 22:23:12,Published
feff1e5b-a548-4a19-8b59-3cbb9c9acca2,Troubleshooting steps for the secure file sharing server on my iPad?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"january, access, salesforce, vpn, human resources, connect",#it;#network;#remote,Low,2026-03-24 22:23:12,2026-03-27 22:23:12,Published
bc82900c-bf23-48bb-88ad-39726e323b98,Troubleshoot access to a calendar delegation in SAP Concur using the web version?,"For configurations involving your calendar delegation in SAP Concur, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"macbook pro, outlook, email, permissions, december, marketing",#it;#email;#outlook,High,2026-04-07 22:23:12,2026-04-29 22:23:12,Published
4667ef7a-7498-47da-a34a-49bef45cb8fb,How do I book a collaborative meeting space for June team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with collaborative meeting space, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"room, booking, meeting, paris, teams, sales",#facilities;#meeting;#booking,Medium,2026-04-23 22:23:12,2026-04-23 22:23:12,Published
dbe689fe-0e53-4d77-881b-dde36cc5d36a,How do I request a distribution list for Operations in the Munich office?,"For configurations involving your distribution list for Operations, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"calendar, outlook, operations, munich, july, ipad",#it;#email;#outlook,Low,2025-10-18 22:23:12,2025-10-18 22:23:12,Published
02ce4f9b-a76b-4fae-90a6-44e55131d440,How do I file an expense report for business travel flights in July 2026?,"Submit your claim for business travel flights by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"receipt, concur, bangalore, expense, july, reimbursement",#finance;#expense;#concur,Medium,2026-05-10 22:23:12,2026-05-30 22:23:12,Published
66a44e53-e017-40ac-9bce-3a2e42a18aae,How do I request a building entry security badge for the London office?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"london, access, visitor, parking, customer success, december",#facilities;#access;#security,Medium,2026-03-14 22:23:12,2026-03-14 22:23:12,Published
3d729a30-5d6d-4a6d-81c7-3f4dc256187c,Steps to apply for a leave of absence for family emergency leave as a full-time employee in Paris?,"Time off or leave of absence for family emergency leave must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"office 365, april, pto, leave, workday, sick",#hr;#pto;#leave,Medium,2026-05-04 22:23:12,2026-05-04 22:23:12,Published
2d7ea83f-153b-427c-a923-b964a25f4bd2,How do I request time off for medical treatment during October?,"Time off or leave of absence for medical treatment must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"pto, sydney, android phone, timeoff, leave, vacation",#hr;#pto;#leave,High,2025-09-29 22:23:12,2025-10-18 22:23:12,Published
1e249d10-47ec-441b-bf33-5746b9a165aa,How to log sick leave for parental bonding time as a full-time employee in Singapore?,"Time off or leave of absence for parental bonding time must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"leave, singapore, zoom, sick, customer success, august",#hr;#pto;#leave,Medium,2026-05-03 22:23:12,2026-05-17 22:23:12,Published
d3315b95-7d21-4f30-a5ec-fdf08fb552c7,Where do I recover the login credentials for SAP Concur from the San Francisco office?,"To perform operations on your login credentials for SAP Concur, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"marketing, sap concur, credentials, password, march, san francisco",#it;#login;#security,Low,2025-04-25 22:23:12,2025-04-28 22:23:12,Published
97f856c1-a387-4cf1-ac68-3c9c1ca77adb,Steps to configure a archive folder in SAP Concur on Outlook for MacBook Pro?,"For configurations involving your archive folder in SAP Concur, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"mailbox, macbook pro, customer success, shared, munich, outlook",#it;#email;#outlook,Low,2025-06-02 22:23:12,2025-06-17 22:23:12,Published
42bd496c-d0c1-42d5-bc40-9bcb9a4f93a2,How to log sick leave for study and exam preparation as a full-time employee in Munich?,"Time off or leave of absence for study and exam preparation must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"leave, vacation, ipad, timeoff, may, workday",#hr;#pto;#leave,Medium,2025-05-17 22:23:12,2025-06-06 22:23:12,Published
02c701d0-2ed6-41c7-8416-17881fc9dfac,Can I set up a shared calendar delegation in OneDrive in the Sydney office?,"For configurations involving your calendar delegation in OneDrive, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"february, mailbox, shared, finance, calendar, email",#it;#email;#outlook,Medium,2026-03-11 22:23:12,2026-04-03 22:23:12,Published
0ac20d1a-d457-4963-821e-af99582c8d8b,Troubleshooting steps for the corporate VPN network for the Customer Success team?,"To access the corporate VPN network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"austin, connect, december, vpn, customer success, workday",#it;#network;#remote,Medium,2025-09-29 22:23:12,2025-09-29 22:23:12,Published
9970f5fe-614b-4994-89bc-523f8d59112d,Where to upload receipts for annual software subscriptions in April 2026?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"singapore, expense, receipt, customer success, office 365, windows laptop",#finance;#expense;#concur,High,2025-08-12 22:23:12,2025-08-12 22:23:12,Published
40501baf-981d-44b4-8134-cc8401a6ab9c,How do I book a collaborative meeting space in the London office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with collaborative meeting space, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"iphone, room, july, teams, conference, customer success",#facilities;#meeting;#booking,Low,2025-05-14 22:23:12,2025-06-03 22:23:12,Published
dd1beda9-f974-4028-8e95-a54acb66a71f,Can I set up a shared distribution list for Operations in the Singapore office?,"For configurations involving your distribution list for Operations, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"outlook, office 365, permissions, thinkpad, calendar, mailbox",#it;#email;#outlook,Medium,2026-05-22 22:23:12,2026-05-22 22:23:12,Published
29872394-aeb4-445c-9146-2600562951aa,What is the policy for reserving a collaborative meeting space in the Singapore office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with collaborative meeting space, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"onedrive, booking, singapore, february, thinkpad, sales",#facilities;#meeting;#booking,Medium,2026-05-07 22:23:12,2026-05-07 22:23:12,Published
54fb133a-5656-40dc-9dbb-b99f01b09eab,Steps to schedule a team presentation room for July team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"meeting, july, san francisco, conference, human resources, outlook",#facilities;#meeting;#booking,Low,2026-04-10 22:23:12,2026-04-26 22:23:12,Published
3ba39f89-46d8-4a47-b09f-9bbb5aee640c,How do I request time off for medical treatment as a full-time employee in Toronto?,"Time off or leave of absence for medical treatment must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"toronto, pto, leave, workday, product management, timeoff",#hr;#pto;#leave,Medium,2025-06-01 22:23:12,2025-06-21 22:23:12,Published
db2d0d4f-4f6f-4f6b-ac95-2d16158f4075,How do I book a team presentation room for the Operations group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"booking, zoom, conference, room, meeting, singapore",#facilities;#meeting;#booking,Medium,2025-04-21 22:23:12,2025-04-27 22:23:12,Published
525806e7-a4e2-4501-a66e-00d0e4c2739c,Can I set up a shared archive folder in SharePoint on Outlook for MacBook Pro?,"For configurations involving your archive folder in SharePoint, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"permissions, mailbox, june, calendar, sharepoint, email",#it;#email;#outlook,Medium,2025-10-06 22:23:12,2025-10-06 22:23:12,Published
e6bd4ca2-0570-439a-8d33-31858aee5d5f,How do I book a large boardroom for the Finance group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"december, teams, onedrive, room, outlook, booking",#facilities;#meeting;#booking,Low,2026-04-13 22:23:12,2026-05-12 22:23:12,Published
36f83db4-35f8-455a-8f96-a754623e3719,How do I request a parking garage access transponder requested by the Marketing team?,Security and badge access for parking garage access transponder is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"new york, visitor, august, access, parking, macbook pro",#facilities;#access;#security,High,2025-04-22 22:23:12,2025-04-22 22:23:12,Published
340ed3b1-6742-4d44-aa29-17df39f39fa8,How to increase the limit on my procurement purchasing card for my role in Sales?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for procurement purchasing card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"jira, card, credit, munich, corporate, january",#finance;#card;#amex,Medium,2026-05-22 22:23:12,2026-05-22 22:23:12,Published
4c1fb5ca-f217-4602-b28d-0dff91a751fa,Where do I recover the password for OneDrive for my Sales account?,"To perform operations on your password for OneDrive, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"february, munich, login, sales, reset, credentials",#it;#login;#security,Low,2025-05-25 22:23:12,2025-06-07 22:23:12,Published
0ecb974f-bc29-408d-9391-bcb3ae289771,What is the policy for parental bonding time during August?,"Time off or leave of absence for parental bonding time must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"timeoff, github, leave, workday, august, vacation",#hr;#pto;#leave,Low,2026-05-18 22:23:12,2026-05-18 22:23:12,Published
eaba6c7d-c36e-4100-939a-7ad04ce11b44,Steps to configure a calendar delegation in Slack on Outlook for MacBook Pro?,"For configurations involving your calendar delegation in Slack, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"slack, shared, mailbox, calendar, customer success, august",#it;#email;#outlook,Medium,2026-04-30 22:23:12,2026-04-30 22:23:12,Published
60e185ba-71dc-4fce-8c27-cfb3b920ada1,Where to replace a lost building entry security badge valid through 2025?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"human resources, office, toronto, access, january, windows laptop",#facilities;#access;#security,Medium,2025-11-22 22:23:12,2025-12-05 22:23:12,Published
0db884eb-1fcd-4437-8067-2671d0d28253,Who can help me block my procurement purchasing card while traveling to New York?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for procurement purchasing card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"corporate, amex, card, credit, office 365, finance",#finance;#card;#amex,Medium,2025-09-06 22:23:12,2025-09-07 22:23:12,Published
376569e2-991d-41da-88ef-f61fe04abb69,Troubleshoot access to a archive folder in Slack using the web version?,"For configurations involving your archive folder in Slack, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"august, ipad, email, engineering, permissions, calendar",#it;#email;#outlook,Medium,2025-12-28 22:23:12,2025-12-28 22:23:12,Published
e4bc1e9c-fd17-494f-a59c-59f3e49153d9,Where to upload receipts for annual software subscriptions approved in the Austin office?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"december, austin, audit, reimbursement, concur, finance",#finance;#expense;#concur,Low,2026-03-17 22:23:12,2026-04-11 22:23:12,Published
eedb1f9a-fdef-499b-9515-4ce5a4a48cfe,Why does my payslip show a deduction for W-2 tax form in the Munich division?,"Payroll and tax documents, including W-2 tax form, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"payroll, munich, iphone, tax, directdeposit, workday",#hr;#payroll;#taxes,Medium,2025-11-17 22:23:12,2025-11-23 22:23:12,Published
cfe878d2-d639-499a-8ce8-1dc63247d1c5,Steps to configure a mailbox for Jira in the Austin office?,"For configurations involving your mailbox for Jira, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"austin, thinkpad, shared, mailbox, february, permissions",#it;#email;#outlook,High,2026-06-12 22:23:12,2026-06-24 22:23:12,Published
3aa8c4df-495f-4f53-80bc-4fdcb402bb7d,How do I request a mailbox for Zoom on Outlook for ThinkPad?,"For configurations involving your mailbox for Zoom, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"permissions, email, thinkpad, outlook, october, shared",#it;#email;#outlook,Medium,2025-09-19 22:23:12,2025-09-26 22:23:12,Published
4a4d506b-ef46-41d1-a1db-4d9bf26e0c4e,Why am I unable to access the secure file sharing server from the New York branch?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"internet, wifi, access, april, vpn, github",#it;#network;#remote,Medium,2025-09-13 22:23:12,2025-09-16 22:23:12,Published
04c65e3c-60c7-4216-a4cb-7eb6a2c8699d,Troubleshoot access to a calendar delegation in OneDrive in the Toronto office?,"For configurations involving your calendar delegation in OneDrive, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"outlook, february, email, permissions, mailbox, onedrive",#it;#email;#outlook,Medium,2026-03-25 22:23:12,2026-04-16 22:23:12,Published
7ddabdaf-0320-4e6e-af8e-a002aa0e27d6,How do I reset my access settings on Microsoft Teams for my Operations account?,"To perform operations on your access settings on Microsoft Teams, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"thinkpad, september, credentials, security, mfa, login",#it;#login;#security,Medium,2026-01-31 22:23:12,2026-02-06 22:23:12,Published
